Year,Week,WeekDay,Month,Day,Temp_high,Temp_avg,Temp_low,Rel_Humidity_avg,Abs_Humidity_avg
2021,37,3,9,15,20.8,14.9,10.5,88.6,11.3
2021,37,4,9,16,20.1,15,11.3,87.7,11.2
2021,37,5,9,17,18.4,14.8,11.3,87.5,11
2021,37,6,9,18,20.4,16.4,13.6,87.2,12.1
2021,37,7,9,19,18.4,14.1,10.4,82.9,10
2021,38,1,9,20,19.3,13.9,9.8,85.2,10.1
2021,38,2,9,21,20.1,13.5,8.4,83.5,9.7
2021,38,3,9,22,19.3,13.1,7.9,85.8,9.8
2021,38,4,9,23,18.5,14.6,10.9,87.7,11
2021,38,5,9,24,20.5,15.1,9.3,89.4,11.6
2021,38,6,9,25,18.2,15.8,11.7,93.2,12.6
2021,38,7,9,26,18.4,14.7,10.5,89.6,11.3
2021,39,1,9,27,15.9,12.9,9.4,83.4,9.4
2021,39,2,9,28,13.7,11.7,9.4,90.8,9.5
2021,39,3,9,29,14.3,9.6,6.2,80.6,7.3
2021,39,4,9,30,15.2,13.2,7.6,88.2,10.2
2021,39,5,10,1,14.9,12.6,7.4,80.2,8.9
2021,39,6,10,2,13.7,11.3,7.9,89.9,9.2
2021,39,7,10,3,13.9,10.3,7.2,86.9,8.4
2021,40,1,10,4,14.5,11.6,7.9,88.3,9.2
2021,40,2,10,5,13.5,10.8,8.7,85.6,8.4
2021,40,3,10,6,15.8,12.4,8.9,82.9,9.1
2021,40,4,10,7,18.2,15.3,13.8,90.1,11.7
2021,40,5,10,8,16.4,14.9,13.8,90.3,11.5
2021,40,6,10,9,17.1,13.4,9.4,88.4,10.2
2021,40,7,10,10,17.7,13.7,8.9,85.3,10.1
2021,41,1,10,11,15.6,9.9,5.5,85.5,8
2021,41,2,10,12,15.3,10.3,5.7,88.8,8.5
2021,41,3,10,13,16.1,11.6,8.3,89.4,9.3
2021,41,4,10,14,16.3,10.8,6.2,89.6,8.9
2021,41,5,10,15,15.8,12.7,10.5,89.3,9.9
2021,41,6,10,16,16.1,11.8,9.7,90.4,9.5
2021,41,7,10,17,16.7,12.5,9.2,89.4,9.8
2021,42,1,10,18,15.6,14.1,9.2,95.7,11.6
2021,42,2,10,19,16.2,15.4,14.8,94.9,12.5
2021,42,3,10,20,15.4,12.8,8.5,89.8,10.1
2021,42,4,10,21,11.9,8.7,4.8,80.7,7
2021,42,5,10,22,11.4,8.3,4.7,85.1,7.2
2021,42,6,10,23,12.2,10.3,8.4,78.2,7.5
2021,42,7,10,24,14.4,12.1,10.7,86,9.3
2021,43,1,10,25,14.6,11.4,9.4,87.2,8.9
2021,43,2,10,26,15.5,12.7,8.5,90.9,10.1
2021,43,3,10,27,14.5,13.8,13.3,88,10.5
2021,43,4,10,28,14.4,13.7,12.9,90.3,10.7
2021,43,5,10,29,13.6,12.2,10.9,85,9.2
2021,43,6,10,30,13.2,10.4,8,84,8.1
2021,43,7,10,31,12.7,11.2,8.6,81.4,8.3
2021,44,1,11,1,10.9,7.8,4,84.9,6.9
2021,44,2,11,2,11,5.8,2.5,89.5,6.4
2021,44,3,11,3,10,5.4,1.8,90.5,6.4
2021,44,4,11,4,9.7,6,2.3,82.1,5.9
2021,44,5,11,5,11.4,6.5,1.4,87.9,6.7
2021,44,6,11,6,12.1,10.1,7.6,87.6,8.3
2021,44,7,11,7,11.6,8.4,5.1,83.7,7.1
2021,45,1,11,8,13.3,9.3,4.9,91.1,8.3
2021,45,2,11,9,13.4,11.3,9,90,9.2
2021,45,3,11,10,13.1,11.6,10.7,94.3,9.8
2021,45,4,11,11,11.9,10.3,8.2,92,8.9
2021,45,5,11,12,12.9,11.5,10.1,88.9,9.2
2021,45,6,11,13,12.8,10.9,9.5,86.2,8.5
2021,45,7,11,14,12.2,9.1,6.6,88.1,7.8
2021,46,1,11,15,11.8,8.7,6.2,92.8,8.1
2021,46,2,11,16,12.5,9.9,7.4,93,8.7
2021,46,3,11,17,11.7,9.1,7.3,85.5,7.6
2021,46,4,11,18,12.8,10.1,7.8,89.2,8.4
2021,46,5,11,19,10.8,9.8,8.9,92,8.5
2021,46,6,11,20,10.3,8.9,7.2,92.6,8.1
2021,46,7,11,21,8.4,5.9,2.9,83.1,6
2021,47,1,11,22,7.6,3.9,2,85,5.4
2021,47,2,11,23,6.8,4.3,0.2,90.8,5.9
2021,47,3,11,24,7.5,6,4.4,89.5,6.5
2021,47,4,11,25,6.9,4.3,1.2,83.6,5.4
2021,47,5,11,26,8.9,5.1,1.9,84.4,5.8
2021,47,6,11,27,5.9,4,1.9,63.5,4.1
2021,47,7,11,28,5.9,2.8,-0.1,75.1,4.5
2021,48,1,11,29,5.7,2.5,-1.3,86.7,5
2021,48,2,11,30,11.3,9.3,6.1,89.9,8.1
2021,48,3,12,1,10.2,7.1,2.4,83.9,6.6
2021,48,4,12,2,5.8,2.3,-0.7,82.7,4.7
2021,48,5,12,3,10.3,7.8,2,94.2,7.8
2021,48,6,12,4,6.9,5.4,3.5,85.7,6
2021,48,7,12,5,7.1,5.2,2.3,79.8,5.5
2021,49,1,12,6,8.6,4.3,0.8,89.4,5.8
2021,49,2,12,7,8.7,5.8,1.4,83.9,6.1
2021,49,3,12,8,7,5.7,4.9,76.1,5.4
2021,49,4,12,9,9.5,6.3,3.2,85.6,6.4
2021,49,5,12,10,6.9,5.2,3.6,78.7,5.4
2021,49,6,12,11,10.8,7.6,3.7,91.6,7.5
2021,49,7,12,12,11.8,11,10.6,90.1,9
2021,50,1,12,13,10.8,10.2,9.7,92.6,8.8
2021,50,2,12,14,11.4,10.6,9.8,91.1,8.9
2021,50,3,12,15,11.5,10.4,9.3,89.5,8.6
2021,50,4,12,16,10.6,9,8.1,89.6,7.9
2021,50,5,12,17,8.8,7.4,5.6,84.4,6.7
2021,50,6,12,18,7.9,6.2,3.1,90.4,6.7
2021,50,7,12,19,6.1,4.6,3.2,95.4,6.3
2021,51,1,12,20,5.9,4.4,2.3,91.9,6
2021,51,2,12,21,6.4,5.4,4.5,82.1,5.7
2021,51,3,12,22,8,5.7,3,87.1,6.2
2021,51,4,12,23,11.5,9,6.5,93.9,8.3
2021,51,5,12,24,10.2,8.7,6.6,95,8.2
2021,51,6,12,25,9.7,9,6.5,96,8.5
2021,51,7,12,26,10,8.1,5.8,95.6,8
2021,52,1,12,27,11.2,9.7,7.7,95,8.8
2021,52,2,12,28,10.3,9.1,8.1,87.7,7.8
2021,52,3,12,29,13.8,11.6,7.7,92.5,9.6
2021,52,4,12,30,12.9,12.5,11.9,92.1,10.1
2021,52,5,12,31,13.6,12.3,11.6,91.9,9.9
